sport:,game:,book:,direction:,type:,value:,prob:,price:
NCAAB, Illinois  St  Redbirds  vs  Drake  Bulldogs ,lowvig,over,totals,2.51,52.01,103
NCAAB, Illinois  St  Redbirds  vs  Drake  Bulldogs ,draftkings,over,totals,4.76,52.38,100
NCAAB, Vanderbilt  Commodores  vs  Auburn  Tigers ,draftkings,over,totals,2.17,52.33,105
NCAAB, Vanderbilt  Commodores  vs  Auburn  Tigers ,lowvig,over,totals,1.23,52.09,106
NCAAB, Vanderbilt  Commodores  vs  Auburn  Tigers ,betonlineag,over,totals,2.17,52.33,105
NCAAB, Charleston  Cougars  vs  Towson  Tigers ,lowvig,over,totals,0.91,51.2,-103
NCAAB, CSU  Northridge  Matadors  vs  UC  Santa  Barbara  Gauchos ,lowvig,over,totals,0.91,51.2,-103
NCAAB, UC  Irvine  Anteaters  vs  UC  San  Diego  Tritons ,lowvig,over,totals,0.91,51.2,-103
NCAAB, San  Francisco  Dons  vs  Loyola  Marymount  Lions ,lowvig,over,totals,0.91,51.2,-103
NCAAB, Stanford  Cardinal  vs  Washington  St  Cougars ,lowvig,over,totals,0.91,51.2,-103
NFL, Detroit  Lions  vs  Tampa  Bay  Buccaneers ,lowvig,over,spreads,1.63,51.32,102
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,fanduel,over,spreads,5.2,52.6,100
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,lowvig,over,spreads,0.16,51.3,105
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,betonlineag,over,spreads,3.76,52.14,-101
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,draftkings,over,spreads,4.76,52.38,100
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,betrivers,over,spreads,3.67,52.35,102
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,unibet_us,over,spreads,3.67,52.35,102
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,betmgm,over,spreads,4.76,52.38,100
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,bovada,over,spreads,4.76,52.38,100
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,williamhill_us,over,spreads,4.76,52.38,100
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,superbook,over,spreads,4.76,52.38,100
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,betus,over,spreads,4.76,52.38,100
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,mybookieag,over,spreads,4.76,52.38,100
NFL, Buffalo  Bills  vs  Kansas  City  Chiefs ,wynnbet,over,spreads,4.76,52.38,100
NBA, New  Orleans  Pelicans  vs  Charlotte  Hornets ,draftkings,over,spreads,6.98,53.49,100
NBA, New  Orleans  Pelicans  vs  Charlotte  Hornets ,pointsbetus,over,spreads,5.88,52.94,100
NBA, New  Orleans  Pelicans  vs  Charlotte  Hornets ,williamhill_us,over,spreads,2.17,52.33,-105
NBA, New  Orleans  Pelicans  vs  Charlotte  Hornets ,bovada,over,spreads,2.17,52.33,-105
NBA, Los  Angeles  Lakers  vs  Dallas  Mavericks ,pointsbetus,over,spreads,1.07,51.77,-105
NBA, Los  Angeles  Lakers  vs  Dallas  Mavericks ,mybookieag,over,spreads,4.76,52.38,100
NBA, Portland  Trail  Blazers  vs  Brooklyn  Nets ,pointsbetus,over,spreads,1.07,51.77,-105
NBA, Portland  Trail  Blazers  vs  Brooklyn  Nets ,fanduel,over,spreads,3.17,53.57,108
NBA, New  Orleans  Pelicans  vs  Charlotte  Hornets ,draftkings,over,totals,6.98,53.49,100
NBA, Los  Angeles  Lakers  vs  Dallas  Mavericks ,williamhill_us,over,totals,2.17,52.33,-105
NBA, Los  Angeles  Lakers  vs  Dallas  Mavericks ,wynnbet,over,totals,2.17,52.33,-105
NBA, Portland  Trail  Blazers  vs  Brooklyn  Nets ,betmgm,over,totals,2.17,52.33,-105
NCAAB, DePaul  Blue  Demons  vs  Providence  Friars ,wynnbet,over,h2h,0.1,0.1,-100000
NCAAB, Arizona  St  Sun  Devils  vs  UCLA  Bruins ,draftkings,over,spreads,2.17,52.33,-105
NCAAB, Arizona  St  Sun  Devils  vs  UCLA  Bruins ,williamhill_us,over,spreads,2.17,52.33,-105
NCAAB, Arizona  St  Sun  Devils  vs  UCLA  Bruins ,betmgm,over,spreads,2.17,52.33,-105
NCAAB, Arizona  St  Sun  Devils  vs  UCLA  Bruins ,pointsbetus,over,spreads,2.17,52.33,-105
NCAAB, Arizona  St  Sun  Devils  vs  UCLA  Bruins ,wynnbet,over,spreads,2.17,52.33,-105
NCAAB, Vanderbilt  Commodores  vs  Auburn  Tigers ,betmgm,over,spreads,2.17,52.33,-105
NCAAB, Houston  Cougars  vs  Texas  Tech  Red  Raiders ,draftkings,over,spreads,2.17,52.33,-105
NCAAB, North  Carolina  Tar  Heels  vs  Louisville  Cardinals ,williamhill_us,over,spreads,2.17,52.33,-105
NCAAB, North  Carolina  Tar  Heels  vs  Louisville  Cardinals ,betmgm,over,spreads,2.17,52.33,-105
NCAAB, Northwestern  Wildcats  vs  Maryland  Terrapins ,williamhill_us,over,spreads,2.17,52.33,-105
NCAAB, Northwestern  Wildcats  vs  Maryland  Terrapins ,pointsbetus,over,spreads,2.17,52.33,-105
NCAAB, DePaul  Blue  Demons  vs  Providence  Friars ,williamhill_us,over,spreads,2.17,52.33,-105
NCAAB, Belmont  Bruins  vs  Northern  Iowa  Panthers ,betmgm,over,spreads,2.17,52.33,-105
NCAAB, Arizona  Wildcats  vs  USC  Trojans ,betmgm,over,spreads,2.17,52.33,-105
NCAAB, Albany  Great  Danes  vs  UMass  Lowell  River  Hawks ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Charleston  Cougars  vs  Towson  Tigers ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Charleston  Cougars  vs  Towson  Tigers ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, Florida  Atlantic  Owls  vs  Wichita  St  Shockers ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, Liberty  Flames  vs  Florida  Int'l  Golden  Panthers ,unibet_us,over,spreads,2.51,52.01,-103
NCAAB, Liberty  Flames  vs  Florida  Int'l  Golden  Panthers ,betrivers,over,spreads,2.51,52.01,-103
NCAAB, Wright  St  Raiders  vs  Green  Bay  Phoenix ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Jacksonville  Dolphins  vs  Queens  University  Royals ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Winthrop  Eagles  vs  UNC  Asheville  Bulldogs ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Morehead  St  Eagles  vs  Tenn-Martin  Skyhawks ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Stephen  F.  Austin  Lumberjacks  vs  Seattle  Redhawks ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Austin  Peay  Governors  vs  North  Alabama  Lions ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Lipscomb  Bisons  vs  Central  Arkansas  Bears ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, North  Dakota  St  Bison  vs  Denver  Pioneers ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, South  Dakota  Coyotes  vs  St.  Thomas  (MN)  Tommies ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Tennessee  St  Tigers  vs  Tennessee  Tech  Golden  Eagles ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, California  Golden  Bears  vs  Washington  Huskies ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, California  Golden  Bears  vs  Washington  Huskies ,lowvig,over,spreads,1.91,51.21,-101
NCAAB, Weber  State  Wildcats  vs  Eastern  Washington  Eagles ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, Grand  Canyon  Antelopes  vs  Utah  Valley  Wolverines ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, CSU  Bakersfield  Roadrunners  vs  UC  Riverside  Highlanders ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, CSU  Fullerton  Titans  vs  UC  Davis  Aggies ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, Pacific  Tigers  vs  Santa  Clara  Broncos ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, UC  Irvine  Anteaters  vs  UC  San  Diego  Tritons ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, San  Francisco  Dons  vs  Loyola  Marymount  Lions ,fanduel,over,spreads,3.24,52.13,-102
NCAAB, Arizona  St  Sun  Devils  vs  UCLA  Bruins ,williamhill_us,over,totals,2.17,52.33,-105
NCAAB, Vanderbilt  Commodores  vs  Auburn  Tigers ,pointsbetus,over,totals,6.98,53.49,100
NCAAB, Houston  Cougars  vs  Texas  Tech  Red  Raiders ,pointsbetus,over,totals,2.17,52.33,-105
NCAAB, North  Carolina  Tar  Heels  vs  Louisville  Cardinals ,williamhill_us,over,totals,2.17,52.33,-105
NCAAB, North  Carolina  Tar  Heels  vs  Louisville  Cardinals ,fanduel,over,totals,0.78,51.86,-106
NCAAB, North  Carolina  Tar  Heels  vs  Louisville  Cardinals ,pointsbetus,over,totals,6.98,53.49,100
NCAAB, Northwestern  Wildcats  vs  Maryland  Terrapins ,pointsbetus,over,totals,2.17,52.33,-105
NCAAB, DePaul  Blue  Demons  vs  Providence  Friars ,betmgm,over,totals,2.17,52.33,-105
NCAAB, Belmont  Bruins  vs  Northern  Iowa  Panthers ,pointsbetus,over,totals,6.98,53.49,100
NCAAB, Arizona  Wildcats  vs  USC  Trojans ,betonlineag,over,totals,4.76,52.38,100
NCAAB, San  Diego  St  Aztecs  vs  Nevada  Wolf  Pack ,lowvig,over,totals,0.91,51.2,-103
NCAAB, Albany  Great  Danes  vs  UMass  Lowell  River  Hawks ,lowvig,over,totals,0.91,51.2,-103
NCAAB, William  &  Mary  Tribe  vs  Campbell  Fighting  Camels ,lowvig,over,totals,0.91,51.2,-103
NCAAB, Charleston  Cougars  vs  Towson  Tigers ,lowvig,over,totals,0.91,51.2,-103
NCAAB, Liberty  Flames  vs  Florida  Int'l  Golden  Panthers ,betonlineag,over,totals,3.67,52.35,102
NCAAB, Liberty  Flames  vs  Florida  Int'l  Golden  Panthers ,lowvig,over,totals,2.0,52.0,104
NCAAB, Jacksonville  Dolphins  vs  Queens  University  Royals ,lowvig,over,totals,0.91,51.2,-103
NCAAB, UMBC  Retrievers  vs  Maine  Black  Bears ,lowvig,over,totals,3.02,52.02,102
NCAAB, UMBC  Retrievers  vs  Maine  Black  Bears ,betonlineag,over,totals,4.76,52.38,100
NCAAB, NJIT  Highlanders  vs  New  Hampshire  Wildcats ,lowvig,over,totals,3.02,52.02,102
NCAAB, NJIT  Highlanders  vs  New  Hampshire  Wildcats ,betonlineag,over,totals,4.76,52.38,100
NCAAB, Morehead  St  Eagles  vs  Tenn-Martin  Skyhawks ,lowvig,over,totals,0.91,51.2,-103
NCAAB, Lipscomb  Bisons  vs  Central  Arkansas  Bears ,lowvig,over,totals,3.02,52.02,102
NCAAB, Lipscomb  Bisons  vs  Central  Arkansas  Bears ,betonlineag,over,totals,4.76,52.38,100
NCAAB, North  Dakota  Fighting  Hawks  vs  Oral  Roberts  Golden  Eagles ,lowvig,over,totals,0.91,51.2,-103
NCAAB, South  Dakota  St  Jackrabbits  vs  Omaha  Mavericks ,betonlineag,over,totals,4.76,52.38,100
NCAAB, South  Dakota  St  Jackrabbits  vs  Omaha  Mavericks ,lowvig,over,totals,3.02,52.02,102
NCAAB, CSU  Northridge  Matadors  vs  UC  Santa  Barbara  Gauchos ,lowvig,over,totals,0.91,51.2,-103
NCAAB, UC  Irvine  Anteaters  vs  UC  San  Diego  Tritons ,lowvig,over,totals,0.91,51.2,-103
NCAAB, San  Francisco  Dons  vs  Loyola  Marymount  Lions ,lowvig,over,totals,0.91,51.2,-103
NCAAB, Stanford  Cardinal  vs  Washington  St  Cougars ,lowvig,over,totals,0.91,51.2,-103
